FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
202501,19,0,60232,1293929,"D","01/19/2025 00:00:00",35,"F","Outside/Open Areas",202501
202503,27,0,59012,1249951,"D","03/27/2025 00:00:00",,"F","Unknown",202503
202504,2,0,59203,1256962,"D","04/02/2025 00:00:00",67,"M","Permanent Home",202504
202506,21,0,59316,1273186,"D","06/21/2025 00:00:00",,"M","In Water",202506
202506,18,0,59530,1283179,"I","06/18/2025 00:00:00",73,"F","Permanent Home",202506
202506,29,0,59548,1283204,"D","06/29/2025 00:00:00",79,"M","Outside/Open Areas",202506
202505,16,0,60161,1292941,"D","05/16/2025 00:00:00",74,"F","Permanent Home",202505
202506,6,0,59272,1271106,"I","06/06/2025 00:00:00",74,"M","Permanent Home",202506
202505,3,0,58842,1241265,"I","05/03/2025 00:00:00",57,"M","Under Tree",202505
202505,3,0,58865,1244033,"D","05/03/2025 00:00:00",28,"M","Under Tree",202505
202505,9,0,58866,1244088,"D","05/09/2025 00:00:00",18,"M","In Water",202505
202505,17,0,58891,1245439,"D","05/17/2025 00:00:00",65,"M","In Water",202505
202505,13,0,58900,1245821,"D","05/13/2025 00:00:00",12,"M","In Water",202505
202505,18,0,58992,1249019,"D","05/18/2025 00:00:00",,"","In Water",202505
202505,19,0,58994,1249023,"D","05/19/2025 00:00:00",23,"M","In Water",202505
202505,16,0,59014,1250203,"D","05/16/2025 00:00:00",61,"F","Vehicle/Towed Trailer",202505
202505,16,0,59015,1250204,"D","05/16/2025 00:00:00",27,"F","Vehicle/Towed Trailer",202505
202505,16,0,59219,1252309,"D","05/16/2025 00:00:00",33,"F","Vehicle/Towed Trailer",202505
202505,29,0,59125,1258921,"D","05/29/2025 00:00:00",37,"M","Outside/Open Areas",202505
202505,29,0,59134,1259531,"D","05/29/2025 00:00:00",25,"F","In Water",202505
202505,8,0,59228,1261061,"D","05/08/2025 00:00:00",,"","Vehicle/Towed Trailer",202505
202505,21,0,59147,1261503,"D","05/21/2025 00:00:00",31,"F","Outside/Open Areas",202505
202505,13,0,59149,1261851,"D","05/13/2025 00:00:00",22,"F","Outside/Open Areas",202505
202505,16,0,59150,1261852,"D","05/16/2025 00:00:00",42,"F","Outside/Open Areas",202505
202505,21,0,59151,1261867,"I","05/21/2025 00:00:00",71,"F","Outside/Open Areas",202505
202505,24,0,59152,1261868,"I","05/24/2025 00:00:00",77,"M","Permanent Home",202505
202505,27,0,59154,1261919,"I","05/27/2025 00:00:00",22,"M","Outside/Open Areas",202505
202505,29,0,59155,1261920,"D","05/29/2025 00:00:00",38,"F","Outside/Open Areas",202505
202505,29,0,59156,1261923,"I","05/29/2025 00:00:00",67,"M","Outside/Open Areas",202505
202505,31,0,59157,1261926,"I","05/31/2025 00:00:00",68,"M","Mobile/Trailer Home",202505
202505,16,0,59160,1262207,"D","05/16/2025 00:00:00",74,"F","Church",202505
202505,16,0,59158,1262207,"D","05/16/2025 00:00:00",70,"F","Permanent Home",202505
202505,16,0,59159,1262207,"D","05/16/2025 00:00:00",60,"F","Permanent Home",202505
202505,16,0,59161,1262207,"D","05/16/2025 00:00:00",78,"F","Permanent Home",202505
202505,16,0,59162,1262233,"D","05/16/2025 00:00:00",48,"M","Vehicle/Towed Trailer",202505
202505,8,0,59213,1264280,"D","05/08/2025 00:00:00",18,"M","Vehicle/Towed Trailer",202505
202505,6,0,59195,1264964,"D","05/06/2025 00:00:00",52,"M","Outside/Open Areas",202505
202505,28,0,59204,1265177,"D","05/28/2025 00:00:00",,"","In Water",202505
202505,11,0,59211,1265414,"D","05/11/2025 00:00:00",47,"M","Unknown",202505
202505,30,0,59232,1267579,"D","05/30/2025 00:00:00",48,"M","Outside/Open Areas",202505
202507,3,0,59178,1259832,"I","07/03/2025 00:00:00",,"","In Water",202507
202507,3,0,59177,1259833,"D","07/03/2025 00:00:00",,"M","In Water",202507
202507,6,0,59189,1264195,"D","07/06/2025 00:00:00",94,"F","Unknown",202507
202507,8,0,59192,1264492,"D","07/08/2025 00:00:00",7,"M","In Water",202507
202507,8,0,59193,1264492,"D","07/08/2025 00:00:00",4,"F","In Water",202507
202507,8,0,59194,1264492,"D","07/08/2025 00:00:00",45,"M","In Water",202507
202507,12,0,59226,1265119,"D","07/12/2025 00:00:00",27,"M","Outside/Open Areas",202507
202507,13,0,59221,1266022,"D","07/13/2025 00:00:00",38,"M","In Water",202507
202507,22,0,59223,1266744,"D","07/22/2025 00:00:00",3,"M","Vehicle/Towed Trailer",202507
202507,1,0,59343,1267746,"D","07/01/2025 00:00:00",69,"F","Under Tree",202507
202507,17,0,59237,1269610,"D","07/17/2025 00:00:00",46,"F","Camping",202507
202507,31,0,59240,1269618,"D","07/31/2025 00:00:00",15,"F","In Water",202507
202507,31,0,59259,1270242,"D","07/31/2025 00:00:00",13,"M","Outside/Open Areas",202507
202507,26,0,59634,1270566,"D","07/26/2025 00:00:00",32,"F","Outside/Open Areas",202507
202507,31,0,59284,1270652,"D","07/31/2025 00:00:00",1,"M","Vehicle/Towed Trailer",202507
202507,3,0,59307,1272583,"D","07/03/2025 00:00:00",25,"M","Vehicle/Towed Trailer",202507
202507,3,0,59308,1272583,"D","07/03/2025 00:00:00",79,"M","Vehicle/Towed Trailer",202507
202507,26,0,59331,1274986,"I","07/26/2025 00:00:00",60,"M","In Water",202507
202507,26,0,59332,1274986,"I","07/26/2025 00:00:00",44,"M","In Water",202507
202507,26,0,59333,1274986,"I","07/26/2025 00:00:00",36,"M","In Water",202507
202507,10,0,59335,1275034,"D","07/10/2025 00:00:00",18,"M","Outside/Open Areas",202507
202507,10,0,59336,1275034,"D","07/10/2025 00:00:00",19,"M","Outside/Open Areas",202507
202507,12,0,59344,1275506,"D","07/12/2025 00:00:00",82,"M","Outside/Open Areas",202507
202507,12,0,59345,1275506,"I","07/12/2025 00:00:00",,"F","Outside/Open Areas",202507
202507,12,0,59346,1275506,"I","07/12/2025 00:00:00",,"F","Outside/Open Areas",202507
202507,1,0,59354,1277249,"D","07/01/2025 00:00:00",60,"M","Heavy Equipment/Construction",202507
202507,23,0,59363,1277316,"D","07/23/2025 00:00:00",61,"M","Outside/Open Areas",202507
202507,17,0,59390,1277961,"D","07/17/2025 00:00:00",,"M","In Water",202507
202507,6,0,59485,1280347,"D","07/06/2025 00:00:00",23,"M","Vehicle/Towed Trailer",202507
202507,6,0,59486,1280347,"D","07/06/2025 00:00:00",71,"M","Vehicle/Towed Trailer",202507
202507,6,0,59487,1280349,"D","07/06/2025 00:00:00",,"","Unknown",202507
202507,6,0,59488,1280349,"D","07/06/2025 00:00:00",,"","Unknown",202507
202507,6,0,59489,1280355,"D","07/06/2025 00:00:00",83,"F","Unknown",202507
202507,6,0,59490,1280360,"D","07/06/2025 00:00:00",58,"F","Unknown",202507
202507,24,0,59498,1280924,"D","07/24/2025 00:00:00",18,"M","In Water",202507
202507,7,0,59512,1282407,"D","07/07/2025 00:00:00",36,"M","Outside/Open Areas",202507
202507,25,0,59513,1282409,"D","07/25/2025 00:00:00",66,"M","Mobile/Trailer Home",202507
202507,26,0,59514,1282699,"D","07/26/2025 00:00:00",61,"F","Permanent Home",202507
202507,14,0,59515,1282833,"D","07/14/2025 00:00:00",60,"F","Vehicle/Towed Trailer",202507
202507,14,0,59516,1282833,"D","07/14/2025 00:00:00",62,"F","Vehicle/Towed Trailer",202507
202507,21,0,59550,1283432,"D","07/21/2025 00:00:00",50,"M","Outside/Open Areas",202507
202507,26,0,59551,1284028,"D","07/26/2025 00:00:00",16,"M","Outside/Open Areas",202507
202507,1,0,59552,1284041,"I","07/01/2025 00:00:00",63,"M","Outside/Open Areas",202507
202507,1,0,59553,1284042,"I","07/01/2025 00:00:00",83,"F","Permanent Home",202507
202507,16,0,59554,1284922,"D","07/16/2025 00:00:00",61,"M","Camping",202507
202507,9,0,59556,1285302,"I","07/09/2025 00:00:00",5,"M","Vehicle/Towed Trailer",202507
202507,29,0,59557,1285303,"I","07/29/2025 00:00:00",4,"F","Vehicle/Towed Trailer",202507
202507,1,0,59558,1285445,"I","07/01/2025 00:00:00",57,"F","Permanent Home",202507
202507,1,0,59559,1285445,"D","07/01/2025 00:00:00",65,"M","Permanent Home",202507
202507,2,0,59564,1285446,"I","07/02/2025 00:00:00",86,"F","Outside/Open Areas",202507
202507,2,0,59565,1285446,"D","07/02/2025 00:00:00",66,"F","Permanent Home",202507
202507,2,0,59566,1285446,"I","07/02/2025 00:00:00",86,"M","Permanent Home",202507
202507,3,0,59563,1285447,"I","07/03/2025 00:00:00",87,"M","Permanent Home",202507
202507,4,0,59568,1285448,"I","07/04/2025 00:00:00",72,"M","Mobile/Trailer Home",202507
202507,4,0,59567,1285448,"D","07/04/2025 00:00:00",65,"M","Outside/Open Areas",202507
202507,4,0,59569,1285448,"I","07/04/2025 00:00:00",70,"F","Permanent Home",202507
202507,4,0,59570,1285448,"I","07/04/2025 00:00:00",61,"M","Permanent Home",202507
202507,5,0,59571,1285481,"D","07/05/2025 00:00:00",60,"F","Outside/Open Areas",202507
202507,6,0,59572,1285483,"D","07/06/2025 00:00:00",88,"F","Outside/Open Areas",202507
202507,7,0,59573,1285484,"I","07/07/2025 00:00:00",32,"M","Outside/Open Areas",202507
202507,9,0,59574,1285496,"D","07/09/2025 00:00:00",61,"F","Outside/Open Areas",202507
202507,9,0,59575,1285496,"D","07/09/2025 00:00:00",37,"M","Outside/Open Areas",202507
202507,9,0,59576,1285496,"I","07/09/2025 00:00:00",48,"M","Outside/Open Areas",202507
202507,10,0,59577,1285501,"D","07/10/2025 00:00:00",55,"F","Mobile/Trailer Home",202507
202507,10,0,59578,1285501,"I","07/10/2025 00:00:00",62,"M","Outside/Open Areas",202507
202507,11,0,59579,1285755,"I","07/11/2025 00:00:00",71,"M","Outside/Open Areas",202507
202507,11,0,59583,1285756,"D","07/11/2025 00:00:00",76,"F","Mobile/Trailer Home",202507
202507,11,0,59584,1285756,"I","07/11/2025 00:00:00",60,"M","Mobile/Trailer Home",202507
202507,11,0,59581,1285756,"I","07/11/2025 00:00:00",61,"M","Outside/Open Areas",202507
202507,11,0,59582,1285756,"I","07/11/2025 00:00:00",24,"M","Outside/Open Areas",202507
202507,11,0,59580,1285756,"D","07/11/2025 00:00:00",65,"M","Permanent Home",202507
202507,12,0,59585,1285757,"I","07/12/2025 00:00:00",42,"M","Outside/Open Areas",202507
202507,13,0,59586,1285758,"I","07/13/2025 00:00:00",57,"M","Outside/Open Areas",202507
202507,13,0,59587,1285758,"I","07/13/2025 00:00:00",69,"M","Permanent Home",202507
202507,13,0,59588,1285759,"I","07/13/2025 00:00:00",26,"M","Outside/Open Areas",202507
202507,14,0,59589,1285760,"I","07/14/2025 00:00:00",73,"M","Mobile/Trailer Home",202507
202507,15,0,59590,1285762,"I","07/15/2025 00:00:00",68,"F","Outside/Open Areas",202507
202507,16,0,59591,1285763,"I","07/16/2025 00:00:00",68,"F","Mobile/Trailer Home",202507
202507,16,0,59592,1285763,"I","07/16/2025 00:00:00",79,"M","Outside/Open Areas",202507
202507,16,0,59593,1285763,"I","07/16/2025 00:00:00",89,"M","Permanent Home",202507
202507,17,0,59594,1285764,"I","07/17/2025 00:00:00",72,"F","Permanent Home",202507
202507,17,0,59595,1285764,"I","07/17/2025 00:00:00",85,"F","Permanent Home",202507
202507,18,0,59596,1285765,"I","07/18/2025 00:00:00",61,"F","Outside/Open Areas",202507
202507,19,0,59597,1285766,"D","07/19/2025 00:00:00",71,"F","Outside/Open Areas",202507
202507,19,0,59598,1285766,"D","07/19/2025 00:00:00",50,"M","Outside/Open Areas",202507
202507,4,0,59605,1285775,"I","07/04/2025 00:00:00",79,"M","Outside/Open Areas",202507
202507,6,0,59606,1285775,"D","07/06/2025 00:00:00",69,"M","Outside/Open Areas",202507
202507,6,0,59607,1285775,"I","07/06/2025 00:00:00",74,"M","Permanent Home",202507
202507,6,0,59608,1285775,"I","07/06/2025 00:00:00",53,"F","Permanent Home",202507
202507,14,0,59612,1285846,"D","07/14/2025 00:00:00",58,"M","Boating",202507
202507,13,0,59616,1286137,"I","07/13/2025 00:00:00",59,"M","Unknown",202507
202507,13,0,59615,1286137,"D","07/13/2025 00:00:00",66,"M","Outside/Open Areas",202507
202507,13,0,59617,1286137,"D","07/13/2025 00:00:00",26,"M","Outside/Open Areas",202507
202507,13,0,59614,1286137,"I","07/13/2025 00:00:00",90,"F","Permanent Home",202507
202507,14,0,59619,1286142,"D","07/14/2025 00:00:00",65,"M","Unknown",202507
202507,15,0,59620,1286142,"D","07/15/2025 00:00:00",74,"F","Outside/Open Areas",202507
202507,15,0,59621,1286142,"D","07/15/2025 00:00:00",68,"M","Outside/Open Areas",202507
202507,15,0,59622,1286142,"D","07/15/2025 00:00:00",35,"F","Outside/Open Areas",202507
202507,17,0,59623,1286142,"D","07/17/2025 00:00:00",38,"F","Outside/Open Areas",202507
202507,14,0,59618,1286142,"D","07/14/2025 00:00:00",66,"M","Permanent Home",202507
202507,15,0,59624,1286143,"D","07/15/2025 00:00:00",79,"F","Business",202507
202507,26,0,59626,1286156,"D","07/26/2025 00:00:00",68,"M","Unknown",202507
202507,24,0,59625,1286156,"D","07/24/2025 00:00:00",59,"M","Vehicle/Towed Trailer",202507
202507,29,0,59627,1286157,"I","07/29/2025 00:00:00",71,"M","Outside/Open Areas",202507
202507,31,0,59629,1286157,"D","07/31/2025 00:00:00",75,"F","Outside/Open Areas",202507
202507,31,0,59628,1286157,"D","07/31/2025 00:00:00",76,"F","Permanent Home",202507
202507,4,0,59630,1286227,"D","07/04/2025 00:00:00",34,"M","In Water",202507
202507,22,0,59632,1287065,"I","07/22/2025 00:00:00",68,"M","Vehicle/Towed Trailer",202507
202507,22,0,59633,1287065,"I","07/22/2025 00:00:00",30,"M","Vehicle/Towed Trailer",202507
202507,4,0,59893,1287369,"D","07/04/2025 00:00:00",67,"F","In Water",202507
202507,4,0,59894,1287369,"D","07/04/2025 00:00:00",70,"M","In Water",202507
202507,4,0,59930,1287369,"D","07/04/2025 00:00:00",70,"M","In Water",202507
202507,4,0,59883,1287369,"D","07/04/2025 00:00:00",21,"F","Permanent Home",202507
202507,4,0,59884,1287369,"D","07/04/2025 00:00:00",61,"F","Permanent Home",202507
202507,4,0,59885,1287369,"D","07/04/2025 00:00:00",62,"M","Permanent Home",202507
202507,4,0,59886,1287369,"D","07/04/2025 00:00:00",21,"F","Permanent Home",202507
202507,4,0,59887,1287369,"D","07/04/2025 00:00:00",61,"F","Permanent Home",202507
202507,4,0,59888,1287369,"D","07/04/2025 00:00:00",80,"M","Permanent Home",202507
202507,4,0,59889,1287369,"D","07/04/2025 00:00:00",64,"F","Permanent Home",202507
202507,4,0,59890,1287369,"D","07/04/2025 00:00:00",28,"F","Permanent Home",202507
202507,4,0,59891,1287369,"D","07/04/2025 00:00:00",22,"M","Permanent Home",202507
202507,4,0,59892,1287369,"D","07/04/2025 00:00:00",21,"F","Permanent Home",202507
202507,4,0,59897,1287369,"D","07/04/2025 00:00:00",14,"M","Permanent Home",202507
202507,4,0,59898,1287369,"D","07/04/2025 00:00:00",51,"M","Permanent Home",202507
202507,4,0,59899,1287369,"D","07/04/2025 00:00:00",63,"M","Permanent Home",202507
202507,4,0,59900,1287369,"D","07/04/2025 00:00:00",50,"F","Permanent Home",202507
202507,4,0,59901,1287369,"D","07/04/2025 00:00:00",3,"F","Permanent Home",202507
202507,4,0,59902,1287369,"D","07/04/2025 00:00:00",7,"M","Permanent Home",202507
202507,4,0,59903,1287369,"D","07/04/2025 00:00:00",35,"F","Permanent Home",202507
202507,4,0,59904,1287369,"D","07/04/2025 00:00:00",36,"M","Permanent Home",202507
202507,4,0,59932,1287369,"D","07/04/2025 00:00:00",3,"M","Permanent Home",202507
202507,4,0,59933,1287369,"D","07/04/2025 00:00:00",36,"M","Permanent Home",202507
202507,4,0,59934,1287369,"D","07/04/2025 00:00:00",72,"F","Permanent Home",202507
202507,4,0,59935,1287369,"D","07/04/2025 00:00:00",13,"F","Permanent Home",202507
202507,4,0,59936,1287369,"D","07/04/2025 00:00:00",11,"F","Permanent Home",202507
202507,4,0,59937,1287369,"D","07/04/2025 00:00:00",74,"F","Permanent Home",202507
202507,4,0,59938,1287369,"D","07/04/2025 00:00:00",76,"M","Permanent Home",202507
202507,4,0,59939,1287369,"D","07/04/2025 00:00:00",70,"M","Permanent Home",202507
202507,4,0,59940,1287369,"D","07/04/2025 00:00:00",11,"F","Permanent Home",202507
202507,4,0,59941,1287369,"D","07/04/2025 00:00:00",70,"F","Permanent Home",202507
202507,4,0,59942,1287369,"D","07/04/2025 00:00:00",67,"M","Permanent Home",202507
202507,4,0,59943,1287369,"D","07/04/2025 00:00:00",64,"F","Permanent Home",202507
202507,4,0,59895,1287369,"D","07/04/2025 00:00:00",68,"F","Permanent Structure",202507
202507,4,0,59905,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59906,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59907,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59908,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59909,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59910,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59911,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59912,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59913,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59914,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59915,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59916,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59917,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59918,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59919,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59920,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59921,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59922,1287369,"D","07/04/2025 00:00:00",8,"F","Permanent Structure",202507
202507,4,0,59923,1287369,"D","07/04/2025 00:00:00",9,"F","Permanent Structure",202507
202507,4,0,59924,1287369,"D","07/04/2025 00:00:00",9,"F","Permanent Structure",202507
202507,4,0,59925,1287369,"D","07/04/2025 00:00:00",9,"F","Permanent Structure",202507
202507,4,0,59926,1287369,"D","07/04/2025 00:00:00",9,"F","Permanent Structure",202507
202507,4,0,59927,1287369,"D","07/04/2025 00:00:00",10,"F","Permanent Structure",202507
202507,4,0,59928,1287369,"D","07/04/2025 00:00:00",19,"F","Permanent Structure",202507
202507,4,0,59929,1287369,"D","07/04/2025 00:00:00",18,"F","Permanent Structure",202507
202507,4,0,59931,1287369,"D","07/04/2025 00:00:00",9,"F","Permanent Structure",202507
202507,4,0,59896,1287369,"D","07/04/2025 00:00:00",76,"F","Vehicle/Towed Trailer",202507
202507,4,0,59990,1287451,"D","07/04/2025 00:00:00",5,"M","Camping",202507
202507,4,0,59991,1287451,"D","07/04/2025 00:00:00",1,"M","Camping",202507
202507,4,0,59992,1287451,"D","07/04/2025 00:00:00",39,"M","Camping",202507
202507,4,0,59993,1287451,"D","07/04/2025 00:00:00",39,"F","Camping",202507
202507,4,0,59996,1287451,"D","07/04/2025 00:00:00",65,"F","Camping",202507
202507,4,0,59997,1287451,"D","07/04/2025 00:00:00",78,"F","Camping",202507
202507,4,0,59998,1287451,"D","07/04/2025 00:00:00",66,"F","Camping",202507
202507,4,0,59999,1287451,"D","07/04/2025 00:00:00",67,"M","Camping",202507
202507,4,0,60002,1287451,"D","07/04/2025 00:00:00",52,"F","Camping",202507
202507,4,0,60003,1287451,"D","07/04/2025 00:00:00",72,"M","Camping",202507
202507,4,0,60004,1287451,"D","07/04/2025 00:00:00",76,"F","Camping",202507
202507,4,0,60005,1287451,"D","07/04/2025 00:00:00",82,"M","Camping",202507
202507,4,0,60006,1287451,"D","07/04/2025 00:00:00",22,"F","Camping",202507
202507,4,0,60007,1287451,"D","07/04/2025 00:00:00",57,"F","Camping",202507
202507,4,0,60008,1287451,"D","07/04/2025 00:00:00",61,"M","Camping",202507
202507,4,0,60009,1287451,"D","07/04/2025 00:00:00",45,"F","Camping",202507
202507,4,0,60010,1287451,"D","07/04/2025 00:00:00",50,"M","Camping",202507
202507,4,0,60011,1287451,"D","07/04/2025 00:00:00",66,"F","Camping",202507
202507,4,0,60012,1287451,"D","07/04/2025 00:00:00",60,"M","Camping",202507
202507,4,0,60013,1287451,"D","07/04/2025 00:00:00",66,"F","Camping",202507
202507,4,0,60014,1287451,"D","07/04/2025 00:00:00",44,"F","Camping",202507
202507,4,0,60015,1287451,"D","07/04/2025 00:00:00",23,"M","Camping",202507
202507,4,0,60016,1287451,"D","07/04/2025 00:00:00",46,"M","Camping",202507
202507,4,0,60017,1287451,"D","07/04/2025 00:00:00",6,"M","Camping",202507
202507,4,0,60018,1287451,"D","07/04/2025 00:00:00",38,"M","Camping",202507
202507,4,0,60019,1287451,"D","07/04/2025 00:00:00",33,"F","Camping",202507
202507,4,0,60020,1287451,"D","07/04/2025 00:00:00",71,"M","Camping",202507
202507,4,0,60021,1287451,"D","07/04/2025 00:00:00",49,"M","Camping",202507
202507,4,0,60022,1287451,"D","07/04/2025 00:00:00",43,"M","Camping",202507
202507,4,0,60023,1287451,"D","07/04/2025 00:00:00",17,"F","Camping",202507
202507,4,0,60024,1287451,"D","07/04/2025 00:00:00",48,"F","Camping",202507
202507,4,0,60025,1287451,"D","07/04/2025 00:00:00",46,"F","Camping",202507
202507,4,0,60026,1287451,"D","07/04/2025 00:00:00",53,"F","Camping",202507
202507,4,0,60027,1287451,"D","07/04/2025 00:00:00",64,"M","Camping",202507
202507,4,0,60028,1287451,"D","07/04/2025 00:00:00",69,"M","Camping",202507
202507,4,0,60029,1287451,"D","07/04/2025 00:00:00",38,"F","Camping",202507
202507,4,0,60030,1287451,"D","07/04/2025 00:00:00",66,"F","Camping",202507
202507,4,0,60031,1287451,"D","07/04/2025 00:00:00",5,"F","Camping",202507
202507,4,0,60032,1287451,"D","07/04/2025 00:00:00",45,"F","Camping",202507
202507,4,0,60033,1287451,"D","07/04/2025 00:00:00",55,"M","Camping",202507
202507,4,0,60034,1287451,"D","07/04/2025 00:00:00",12,"M","Camping",202507
202507,4,0,60000,1287451,"D","07/04/2025 00:00:00",45,"M","In Water",202507
202507,4,0,60001,1287451,"D","07/04/2025 00:00:00",50,"F","In Water",202507
202507,4,0,60035,1287451,"I","07/04/2025 00:00:00",27,"M","Mobile/Trailer Home",202507
202507,4,0,59995,1287451,"D","07/04/2025 00:00:00",1,"M","Permanent Home",202507
202507,4,0,59994,1287451,"D","07/04/2025 00:00:00",66,"M","Permanent Structure",202507
202507,4,0,60039,1287666,"D","07/04/2025 00:00:00",68,"F","Unknown",202507
202507,4,0,60040,1287666,"D","07/04/2025 00:00:00",73,"M","Unknown",202507
202507,4,0,60042,1287666,"D","07/04/2025 00:00:00",55,"F","Unknown",202507
202507,4,0,60044,1287666,"D","07/04/2025 00:00:00",53,"M","Unknown",202507
202507,4,0,60036,1287666,"D","07/04/2025 00:00:00",1,"M","Permanent Home",202507
202507,4,0,60037,1287666,"D","07/04/2025 00:00:00",42,"M","Permanent Home",202507
202507,4,0,60038,1287666,"D","07/04/2025 00:00:00",24,"F","Permanent Home",202507
202507,4,0,60041,1287666,"D","07/04/2025 00:00:00",91,"F","Permanent Home",202507
202507,4,0,60043,1287666,"D","07/04/2025 00:00:00",29,"M","Permanent Home",202507
202507,4,0,60045,1287666,"D","07/04/2025 00:00:00",69,"M","Vehicle/Towed Trailer",202507
202507,5,0,59817,1287884,"D","07/05/2025 00:00:00",66,"M","Vehicle/Towed Trailer",202507
202507,5,0,59870,1287886,"D","07/05/2025 00:00:00",17,"F","Vehicle/Towed Trailer",202507
202507,5,0,59882,1287896,"D","07/05/2025 00:00:00",85,"M","Business",202507
202507,5,0,59881,1287896,"D","07/05/2025 00:00:00",57,"M","Vehicle/Towed Trailer",202507
202507,5,0,59820,1287901,"D","07/05/2025 00:00:00",22,"M","Vehicle/Towed Trailer",202507
202507,5,0,59823,1288009,"D","07/05/2025 00:00:00",79,"M","Camping",202507
202507,4,0,59876,1288511,"D","07/04/2025 00:00:00",62,"F","In Water",202507
202506,2,0,59024,1251131,"D","06/02/2025 00:00:00",,"","In Water",202506
202506,8,0,59020,1251542,"D","06/08/2025 00:00:00",47,"M","In Water",202506
202506,21,0,59046,1255647,"D","06/21/2025 00:00:00",35,"M","In Water",202506
202506,20,0,59048,1256124,"D","06/20/2025 00:00:00",18,"F","Vehicle/Towed Trailer",202506
202506,23,0,59352,1257126,"D","06/23/2025 00:00:00",9,"F","Under Tree",202506
202506,21,0,59145,1261246,"D","06/21/2025 00:00:00",61,"M","Ball Field",202506
202506,29,0,59148,1261706,"D","06/29/2025 00:00:00",20,"F","Vehicle/Towed Trailer",202506
202507,10,0,59176,1262993,"D","07/10/2025 00:00:00",53,"M","Boating",202506
202506,21,0,59181,1264161,"D","06/21/2025 00:00:00",37,"M","Boating",202506
202506,21,0,59182,1264161,"D","06/21/2025 00:00:00",71,"F","Boating",202506
202506,21,0,59183,1264161,"D","06/21/2025 00:00:00",73,"M","Boating",202506
202506,21,0,59184,1264161,"D","06/21/2025 00:00:00",72,"M","Boating",202506
202506,21,0,59185,1264161,"D","06/21/2025 00:00:00",71,"M","Boating",202506
202506,21,0,59186,1264161,"D","06/21/2025 00:00:00",66,"F","Boating",202506
202506,21,0,59187,1264161,"D","06/21/2025 00:00:00",69,"M","Boating",202506
202506,21,0,59188,1264161,"D","06/21/2025 00:00:00",63,"M","Boating",202506
202506,18,0,59359,1265281,"D","06/18/2025 00:00:00",44,"M","In Water",202506
202506,18,0,59360,1265281,"D","06/18/2025 00:00:00",50,"M","In Water",202506
202506,18,0,59361,1265281,"D","06/18/2025 00:00:00",59,"M","In Water",202506
202506,29,0,59258,1267684,"D","06/29/2025 00:00:00",36,"M","Outside/Open Areas",202506
202506,4,0,59286,1272065,"D","06/04/2025 00:00:00",34,"M","Heavy Equipment/Construction",202506
202506,4,0,59287,1272065,"D","06/04/2025 00:00:00",57,"M","Heavy Equipment/Construction",202506
202506,20,0,59288,1272100,"D","06/20/2025 00:00:00",29,"M","In Water",202506
202506,8,0,59411,1272192,"D","06/08/2025 00:00:00",,"","Mobile/Trailer Home",202506
202506,12,0,59290,1272279,"D","06/12/2025 00:00:00",43,"M","Vehicle/Towed Trailer",202506
202506,12,0,59303,1272305,"D","06/12/2025 00:00:00",41,"F","Unknown",202506
202506,12,0,59370,1272324,"D","06/12/2025 00:00:00",67,"M","Vehicle/Towed Trailer",202506
202506,12,0,59371,1272324,"D","06/12/2025 00:00:00",55,"F","Vehicle/Towed Trailer",202506
202506,12,0,59372,1272324,"D","06/12/2025 00:00:00",77,"F","Vehicle/Towed Trailer",202506
202506,12,0,59373,1272324,"D","06/12/2025 00:00:00",28,"M","Vehicle/Towed Trailer",202506
202506,12,0,59374,1272324,"D","06/12/2025 00:00:00",51,"M","Vehicle/Towed Trailer",202506
